time_s,segment,body,x_m,y_m,z_m
1.520000,0,RR_foot,0.10356497,-0.19900134,0.02970234
1.540000,0,FL_foot,0.66881156,0.15606706,0.02474475
1.540000,0,FR_foot,0.54593003,-0.30414101,0.02022849
1.540000,0,RL_foot,0.08413224,0.14110912,0.02019667
1.540000,0,RR_foot,0.11147898,-0.20365201,0.03025409
1.560000,0,FL_foot,0.67174971,0.15541954,0.02017312
1.560000,0,FR_foot,0.54622418,-0.30415514,0.02016631
1.560000,0,RL_foot,0.08465084,0.14109892,0.02033864
1.560000,0,RR_foot,0.11825601,-0.20848384,0.03067144
1.580000,0,FL_foot,0.67189318,0.15563336,0.02025229
1.580000,0,FR_foot,0.54656196,-0.30409077,0.02022506
1.580000,0,RL_foot,0.08510951,0.14161012,0.02017973
1.580000,0,RR_foot,0.12434669,-0.21267238,0.02704675
1.600000,0,FL_foot,0.67211181,0.15578359,0.02025262
1.600000,0,FR_foot,0.54685152,-0.30403921,0.02022565
1.600000,0,RL_foot,0.08541655,0.14150678,0.02018024
1.600000,0,RR_foot,0.12732990,-0.21752787,0.02246159
1.620000,0,FL_foot,0.67232108,0.15591016,0.02024948
1.620000,0,FR_foot,0.54859358,-0.30465046,0.02067349
1.620000,0,RL_foot,0.09038392,0.13742673,0.02085335
1.620000,0,RR_foot,0.12755170,-0.21879838,0.02018395
1.640000,0,FL_foot,0.67250818,0.15599406,0.02025205
1.640000,0,FR_foot,0.56282163,-0.29828608,0.02252447
1.640000,0,RL_foot,0.10640796,0.12406807,0.02499443
1.640000,0,RR_foot,0.12783846,-0.21865828,0.02016348
1.660000,0,FL_foot,0.67271477,0.15605327,0.02024775
1.660000,0,FR_foot,0.59004372,-0.29431581,0.02449346
1.660000,0,RL_foot,0.12868203,0.11409506,0.02820487
1.660000,0,RR_foot,0.12812687,-0.21856584,0.02015808
1.680000,0,FL_foot,0.67292577,0.15610409,0.02024482
1.680000,0,FR_foot,0.62330341,-0.29442817,0.02697639
1.680000,0,RL_foot,0.15137425,0.10702321,0.03109330
1.680000,0,RR_foot,0.12842432,-0.21848547,0.02016527
1.700000,0,FL_foot,0.67315024,0.15615183,0.02024289
1.700000,0,FR_foot,0.65509188,-0.29802611,0.02948790
1.700000,0,RL_foot,0.17173822,0.10336908,0.03307317
1.700000,0,RR_foot,0.12875877,-0.21841016,0.02017546
1.720000,0,FL_foot,0.67339349,0.15618363,0.02023802
1.720000,0,FR_foot,0.68037331,-0.30397773,0.03099077
1.720000,0,RL_foot,0.18903272,0.10172521,0.03476576
1.720000,0,RR_foot,0.12911861,-0.21835978,0.02017837
1.740000,0,FL_foot,0.67363995,0.15622815,0.02023581
1.740000,0,FR_foot,0.69743282,-0.31109658,0.03063421
1.740000,0,RL_foot,0.20338300,0.10138945,0.03642821
1.740000,0,RR_foot,0.12952438,-0.21830642,0.02017874
1.760000,0,FL_foot,0.67389703,0.15626355,0.02023194
1.760000,0,FR_foot,0.70742452,-0.31775039,0.02831244
1.760000,0,RL_foot,0.21523064,0.10232880,0.03783438
1.760000,0,RR_foot,0.12995864,-0.21825504,0.02016671
1.780000,0,FL_foot,0.67417032,0.15627067,0.02022861
1.780000,0,FR_foot,0.71272171,-0.32269135,0.02436588
1.780000,0,RL_foot,0.22483495,0.10449141,0.03885131
1.780000,0,RR_foot,0.13041331,-0.21821755,0.02015693
1.800000,0,FL_foot,0.67445749,0.15625696,0.02023180
1.800000,0,FR_foot,0.71512270,-0.32484683,0.02025563
1.800000,0,RL_foot,0.23234382,0.10757585,0.03887417
1.800000,0,RR_foot,0.13102019,-0.21865782,0.02020798
1.820000,0,FL_foot,0.67476386,0.15616798,0.02022172
1.820000,0,FR_foot,0.71524948,-0.32509342,0.02028100
1.820000,0,RL_foot,0.24029894,0.11003279,0.03523927
1.820000,0,RR_foot,0.13129960,-0.21911930,0.02015249
1.840000,0,FL_foot,0.67506033,0.15607177,0.02022057
1.840000,0,FR_foot,0.71618110,-0.32563710,0.02027695
1.840000,0,RL_foot,0.24707402,0.11282644,0.03180306
1.840000,0,RR_foot,0.13163222,-0.21903983,0.02016160
1.860000,0,FL_foot,0.67533803,0.15598081,0.02021672
1.860000,0,FR_foot,0.71641922,-0.32583100,0.02027369
1.860000,0,RL_foot,0.25219020,0.11615555,0.02808549
1.860000,0,RR_foot,0.13194771,-0.21895765,0.02015239
1.880000,0,FL_foot,0.67560130,0.15590006,0.02021385
1.880000,0,FR_foot,0.71660340,-0.32600349,0.02027106
1.880000,0,RL_foot,0.25525147,0.11992445,0.02407601
1.880000,0,RR_foot,0.13225815,-0.21886486,0.02014510
1.900000,0,FL_foot,0.67583734,0.15584825,0.02023144
1.900000,0,FR_foot,0.71681267,-0.32613081,0.02026433
1.900000,0,RL_foot,0.25564554,0.12344254,0.02011457
1.900000,0,RR_foot,0.13257171,-0.21884499,0.02020014
1.920000,0,FL_foot,0.68179739,0.15243557,0.02129501
1.920000,0,FR_foot,0.71698213,-0.32623839,0.02026861
1.920000,0,RL_foot,0.25592229,0.12341936,0.02024204
1.920000,0,RR_foot,0.13650167,-0.21618742,0.02158322
1.940000,0,FL_foot,0.69825679,0.14506264,0.02277837
1.940000,0,FR_foot,0.71716237,-0.32631683,0.02026814
1.940000,0,RL_foot,0.25618735,0.12333734,0.02024116
1.940000,0,RR_foot,0.14771143,-0.21043399,0.02342733
1.960000,0,FL_foot,0.72195607,0.13812318,0.02491223
1.960000,0,FR_foot,0.71735120,-0.32639503,0.02026734
1.960000,0,RL_foot,0.25646919,0.12324213,0.02025275
1.960000,0,RR_foot,0.16508892,-0.20496908,0.02484289
1.980000,0,FL_foot,0.74767673,0.13387355,0.02727221
1.980000,0,FR_foot,0.71754658,-0.32647318,0.02026407
1.980000,0,RL_foot,0.25677049,0.12317950,0.02026019
1.980000,0,RR_foot,0.18547903,-0.20100768,0.02617089
2.000000,0,FL_foot,0.77206510,0.13231586,0.02927912
2.000000,0,FR_foot,0.71775842,-0.32655257,0.02025862
2.000000,0,RL_foot,0.25709358,0.12310047,0.02025246
2.000000,0,RR_foot,0.20565072,-0.19920881,0.02756222
2.020000,0,FL_foot,0.79308873,0.13262258,0.03051399
2.020000,0,FR_foot,0.71798748,-0.32662997,0.02025626
2.020000,0,RL_foot,0.25745624,0.12298942,0.02025945
2.020000,0,RR_foot,0.22362316,-0.19955848,0.02896530
2.040000,0,FL_foot,0.80966866,0.13397853,0.03057651
2.040000,0,FR_foot,0.71824759,-0.32669133,0.02025189
2.040000,0,RL_foot,0.25783923,0.12287225,0.02025204
2.040000,0,RR_foot,0.23892918,-0.20165068,0.03030510
2.060000,0,FL_foot,0.82176560,0.13569763,0.02930563
2.060000,0,FR_foot,0.71851397,-0.32675362,0.02024679
2.060000,0,RL_foot,0.25826353,0.12272172,0.02023587
2.060000,0,RR_foot,0.25193110,-0.20478208,0.03151756
2.080000,0,FL_foot,0.83039290,0.13733584,0.02675252
2.080000,0,FR_foot,0.71879125,-0.32680959,0.02024190
